Date,ppi y/y growth,cpi y/y growth,usdzar,usdeur,albi index,US cpi y/y growth,Price,repo rate,jse allshare index,food price index,oil price usd per barrel,neer index,Food and Nonalcoholic Beverages,Food,Processed Food,Unprocessed Food,Bread and Cereals,Meat,Fish,"Milk, Cheese and Eggs",Fats and Oils,Fruit,Vegetables,"Sugar, Sweets and Desserts",Other foods,Nonalcoholic Beverages,Hot Beverages,Cold Beverages,Alcoholic beverages and tobacco,Alcoholic Beverages,Spirits,Wine,Beer,Tobacco,Clothing and Footwear,Clothing,Footwear,Housing & Household Utilities,Actual Rentals for Housing,Actual Rentals - Flats,Actual Rentals - Houses,Actual Rentals - Town Houses,Owners Equivalent Rent of Residences,Owners Equivalent Rent - Houses,Owners Equivalent Rent - Flats,Owners Equivalent Rent - Town Houses,Household Maintenance and Repair,Water and Other Services,"Electricity, Gas and Other Fuels",Household Contents & Services,"Furnishings, Floor Coverings and Textiles","Household Appliances, Tableware and Equipment",Supplies and Services,Domestic Workers Wages,Health,Health Including Medical Insurance,"Medical Products, Appliances and Equipment",Medical Services and Paramedical Services,Doctors,Dentists,Hospital Services,Transport,Purchase of Vehicles,New Vehicles,Used Vehicles,Private Transportation,Petroleum,Other Running Costs,Public Transportation,Communications,Postal and Telecommunication Services,Telecommunication,Recreation and Culture,Recreational Equipment,Recreation and Culture Services,"Newspapers, Books and Stationery",Package Holidays,Education,Education Including Boarding Fees,Primary and Secondary Education,Tertiary Education,University Boarding Fees,Restaurants and Hotels,Restaurants,Hotels,Miscellaneous Goods and Services,Personal Care,Insurance,Medical Insurance,Financial Services n.e.c.,Other Services n.e.c.
2021-07,7.1,4.6,14.6019,1.187,803.451,5.4,-5.0,3.5,10928.7,128.97,76.33,89.4,6.6,7.1,6.3,7.5,4.4,9.3,4.7,6.3,22.5,-2.7,4.7,6.5,4.8,3.1,3.7,2.8,5.2,5.3,4.5,8.1,3.9,4.9,1.8,1.6,2.1,3.8,0.8,0.5,1.0,1.0,1.0,0.9,0.4,1.2,4.8,4.7,13.7,1.3,0.8,0.4,1.7,1.3,3.6,5.6,4.1,3.4,3.2,4.3,3.6,7.9,4.8,4.9,3.5,13.1,15.2,5.3,3.7,-0.5,0.0,-9.7,1.7,2.9,0.8,5.0,-4.7,4.1,4.1,3.4,5.2,6.5,2.2,3.9,-1.3,4.2,5.6,5.0,5.9,4.7,0.6
2021-08,7.2,4.9,14.5242,1.1809,817.119,5.3,1.6,3.5,10738.3,131.48,72.99,87.79,6.9,7.4,6.2,8.2,3.5,10.6,6.1,5.5,21.3,-2.3,5.6,5.3,5.0,3.4,3.8,3.2,5.1,5.0,3.6,6.6,4.6,5.3,1.9,1.6,2.6,3.9,0.8,0.5,1.0,1.0,1.0,0.9,0.4,1.2,4.4,4.3,13.9,1.3,-0.1,0.7,1.8,1.3,3.4,5.5,3.8,3.4,3.2,4.3,3.3,9.9,5.3,5.4,4.1,16.4,19.6,5.0,5.3,-0.5,0.0,-10.0,1.9,3.6,0.9,5.2,-4.1,4.1,4.1,3.4,5.2,6.5,2.7,4.3,-1.5,4.2,5.5,5.0,5.9,4.7,0.6
2021-09,7.8,5.0,15.0683,1.158,799.806,5.4,0.5,3.5,10401.6,127.02,78.52,89.11,6.7,7.1,6.1,7.9,3.1,10.3,5.2,5.5,22.4,-2.1,4.2,5.8,5.5,2.7,1.3,3.7,4.2,5.1,3.5,6.4,4.8,2.5,1.8,1.5,2.4,4.0,0.9,0.0,1.2,0.9,1.3,1.4,-0.1,1.4,4.5,4.3,14.0,1.8,-0.1,-0.4,2.7,2.4,3.6,5.5,4.2,3.4,3.2,4.3,3.3,10.2,5.0,5.0,4.7,16.7,19.9,5.0,6.7,-0.6,0.0,-11.2,1.6,3.1,0.9,3.8,-3.3,4.1,4.1,3.4,5.2,6.5,3.1,4.4,0.2,4.3,5.5,5.0,5.9,4.7,0.6
2021-10,8.1,5.0,15.2412,1.1558,795.943,6.2,-8.9,3.5,10937.5,127.95,84.38,87.83,6.1,6.7,5.9,7.3,3.0,9.1,4.1,4.9,21.0,-2.3,7.2,4.5,5.7,2.3,0.4,3.4,4.0,5.4,4.0,6.9,5.2,1.3,1.8,1.6,2.4,4.0,0.9,0.0,1.2,0.9,1.3,1.4,-0.1,1.4,4.1,4.3,14.0,1.8,0.0,-0.1,2.7,2.4,3.7,5.5,4.5,3.4,3.2,4.3,3.3,10.9,5.1,5.1,5.3,19.2,23.1,5.1,6.0,-0.6,0.0,-12.3,1.4,2.7,0.8,3.2,-6.5,4.1,4.1,3.4,5.2,6.5,4.2,5.7,0.7,4.3,5.5,5.0,5.9,4.7,0.6
2021-11,9.6,5.5,15.8859,1.1338,801.185,6.8,0.0,3.75,11426.3,129.71,70.57,84.64,5.5,6.0,5.6,6.3,2.3,8.6,4.7,5.3,20.9,-3.8,2.7,4.5,6.1,1.5,0.6,2.1,4.7,5.3,4.1,7.2,4.8,3.6,1.8,1.6,2.1,3.9,0.9,0.0,1.2,0.9,1.3,1.4,-0.1,1.4,3.7,4.3,14.0,1.8,0.6,-0.1,2.6,2.4,3.7,5.5,4.7,3.4,3.2,4.3,3.3,14.9,5.6,5.5,5.9,27.8,34.6,4.4,8.3,-0.6,0.0,-12.8,1.3,2.9,0.8,2.5,-5.3,4.1,4.1,3.4,5.2,6.5,3.7,5.8,-1.4,4.2,5.5,5.0,5.9,4.7,0.6
2021-12,10.8,5.9,15.9372,1.137,822.722,7.0,-0.7,3.75,11975.3,133.46,77.78,83.09,5.5,5.9,5.4,6.4,1.8,8.6,3.7,5.3,20.8,-1.2,3.1,3.6,5.6,1.4,0.1,2.1,4.8,5.4,3.6,7.8,4.7,3.8,1.7,1.6,2.1,4.3,1.1,-0.5,1.8,1.3,1.8,1.9,-0.4,1.5,4.2,4.4,14.0,2.1,1.1,0.1,2.8,2.6,3.7,5.6,4.5,3.4,3.2,4.3,3.3,16.7,5.0,5.0,5.2,32.5,40.4,4.5,9.9,-0.6,0.0,-12.4,1.4,3.1,0.9,2.8,-7.9,4.1,4.1,3.4,5.2,6.5,4.2,5.3,1.8,4.3,5.6,5.0,5.9,4.7,0.6
2022-01,10.1,5.7,15.3866,1.1235,829.696,7.5,3.1,4.0,12078.3,139.89,91.21,84.91,5.7,6.2,5.6,6.8,1.5,8.2,4.6,5.2,22.9,-2.0,8.6,2.9,6.1,1.1,-1.7,2.7,4.7,5.0,3.2,7.4,4.5,4.0,1.5,1.4,1.7,4.3,1.1,-0.5,1.8,1.3,1.8,1.9,-0.4,1.5,4.5,4.4,14.2,2.2,0.0,1.1,3.1,2.6,3.4,5.5,3.7,3.4,3.2,4.3,3.3,14.5,5.2,5.1,6.5,26.0,32.2,3.3,10.0,-0.9,0.0,-14.7,1.9,3.4,1.1,4.7,-3,4.1,4.1,3.4,5.2,6.5,5.0,6.0,2.8,4.6,5.5,5.4,5.9,5.7,0.3
2022-02,10.5,5.7,15.3756,1.1219,834.209,7.9,1.8,4.0,12434.1,147.15,100.99,86.43,6.4,6.7,6.9,6.6,3.7,8.6,5.3,4.7,22.7,-1.6,7.7,1.8,7.2,2.8,1.5,3.6,4.8,5.2,3.0,6.9,5.4,4.0,1.6,1.6,1.6,4.4,1.1,-0.5,1.8,1.3,1.8,1.9,-0.4,1.5,4.4,4.5,14.1,2.6,1.0,2.1,3.0,2.6,4.9,3.8,4.6,5.2,5.3,4.7,3.5,14.3,5.7,5.5,7.4,23.9,29.4,3.5,12.3,-0.9,0.0,-14.9,2.0,3.3,1.0,4.8,-2.4,4.1,4.1,3.4,5.2,6.5,6.1,6.1,6.3,3.2,3.8,3.1,3.6,5.7,0.3
2022-03,11.9,5.9,14.6115,1.1067,837.985,8.5,-0.1,4.25,12435.4,157.59,107.91,88.97,6.2,6.6,7.3,5.8,4.7,9.0,4.6,4.1,19.8,-0.7,2.8,3.4,6.5,3.1,2.8,3.3,5.9,7.0,4.2,7.7,7.7,3.8,1.6,1.7,1.7,4.8,1.9,0.6,2.4,1.7,2.7,2.7,0.5,2.6,4.5,4.4,14.1,3.0,1.1,2.5,3.4,2.9,4.9,3.8,4.4,5.2,5.3,4.7,3.5,15.7,5.3,5.1,8.5,26.9,33.2,3.6,14.0,-0.9,0.0,-15.7,1.7,3.6,1.0,3.0,-1.7,4.4,4.4,4.5,4.2,6.4,6.7,6.2,7.8,3.2,3.8,3.4,3.6,3.3,0.3
2022-04,13.1,5.9,15.7892,1.0545,823.982,8.3,-7.6,4.25,11980.4,161.73,109.34,90.17,6.0,6.3,7.6,4.9,4.8,8.5,4.8,3.7,21.2,-0.7,0.2,3.5,7.1,3.9,4.5,3.6,6.3,6.9,4.6,7.7,7.3,4.9,1.7,1.6,1.7,4.8,1.9,0.6,2.4,1.7,2.7,2.7,0.5,2.6,4.5,4.4,14.1,3.3,1.7,3.9,3.6,2.9,4.7,4.8,4.1,5.2,5.3,4.7,3.5,14.7,6.3,6.0,9.4,24.3,29.2,5.4,12.6,-0.9,0.0,-14.5,1.5,3.9,0.6,3.7,-2.2,4.4,4.4,4.5,4.2,6.4,5.6,5.4,5.9,3.8,4.8,4.0,4.7,3.3,0.6
2022-05,14.7,6.5,15.6405,1.0734,832.319,8.6,-2.3,4.75,11937.0,158.5,122.84,87.03,7.6,7.8,9.3,6.3,8.4,9.4,6.2,3.8,26.9,2.1,3.5,4.0,8.2,4.9,5.8,4.3,6.6,7.4,5.6,7.9,7.8,5.4,1.7,1.7,1.8,4.9,1.9,0.6,2.4,1.7,2.7,2.7,0.5,2.6,4.4,4.6,14.4,4.3,2.7,5.9,4.3,2.9,4.9,4.8,4.6,5.2,5.3,4.7,3.3,15.7,6.1,5.7,10.2,26.9,32.5,5.5,12.5,-0.6,0.2,-11.9,1.9,4.1,0.6,4.3,2.1,4.4,4.4,4.5,4.2,6.4,6.2,5.9,6.8,3.9,4.8,4.0,4.7,3.3,0.6
2022-06,16.2,7.4,16.2782,1.0484,806.856,9.1,,4.75,10981.3,152.58,114.81,87.98,8.6,9.0,11.1,7.0,11.2,9.5,6.7,4.7,32.5,0.3,5.6,5.7,7.7,5.5,6.3,5.0,6.7,7.6,6.6,7.9,8.0,4.9,2.0,2.1,1.7,5.1,2.4,1.3,2.9,2.2,3.0,3.0,1.6,2.8,4.3,4.6,14.5,4.7,1.7,6.3,5.2,3.5,5.1,4.8,5.1,5.2,5.3,4.7,3.3,20.0,6.1,5.5,11.1,36.9,45.3,6.3,14.3,-0.2,0.2,-7.2,2.1,3.9,0.6,6.0,1.8,4.4,4.4,4.5,4.2,6.4,6.2,7.0,4.4,4.0,4.8,4.3,4.7,3.3,0.6
2022-07,,,16.6237,1.022,826.341,,,5.5,11445.0,,110.01,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
